text,topic
"How Mars Fooled the World The famous Orson Welles' radio broadcast of ""The War of the Worlds"" is about to hit the big screen, as film moguls Spielberg and Cruise bring the H.G. Wells' classic back into the popular imagination. Are we so clever today not be duped?",Sci/Tech
Hamm Defends Gold Medal in Court Olympic gymnastics champion Paul Hamm has appeared before the Court of Arbitration for Sport in Lausanne in a bid to retain the gold medal he won in the mens all-round competition in Athens.,Sports
"House, Senate Agree on Corporate Tax Bill (Reuters) Reuters - U.S. Senate and House of\Representatives negotiators agreed on Wednesday on a huge\corporate tax bill that will repeal export subsidies that\violate global trade rules and give manufacturers a new tax\break.",World
"ICANN Gives the Nod to Two New Domains One domain,  quot;.mobi, quot; will be set up for websites trying to work with the restrictions of Internet surfing on cell phones.",Sci/Tech
"Three held over Brazil land clash Police in Brazil arrest three men on suspicion of murder, following a violent confrontation over land rights.",World
Microsofts Latest Plan for TV TELEVISION has been something of a great white whale for the Microsoft Corporation. The company has tried to sell WebTV and build software for TV #39;s and cable boxes.,Sci/Tech
"Hotels lock employees out As the chants of striking union workers filtered up to the hospitality room of the Hyatt Regency today, general managers of hotels represented by the San Francisco Multi-Employer Group announced that they had locked out UNITE HERE Local 2 employees from ",Business
"Early sparring between Tito, Mayorga There were several moments during the Felix Trinidad/Ricardo Mayorga press conference at Madison Square Garden on Wednesday that it seemed possible there would be a deterioration ",Sports
"Delta says revising annual report Delta Air Lines (DAL.N: Quote, Profile, Research) said on Wednesday it was revising its last annual report to reflect its worsening financial condition and to include the possibility of filing for bankruptcy protection.",Business
" #39;Half-Life #39; sequelenters excitingnew territory It #39;s been a long commute for Gordon Freeman. He nodded off on the train from Black Mesa six years ago, exhausted from his victory over the vile, slime-spewing aliens infesting the atomic research station.",Sci/Tech
"Saturday, October 9th - 3:30 pm (et) GAME NOTES: The most anticipated Pac-10 matchup of the season has finally arrived, as the seventh-ranked California Golden Bears travel to Los Angeles, to battle ",Sports
"American League Game Summary - Anaheim at Texas Arlington, TX (Sports Network) - Adrian Gonzalez stroked two hits and knocked in three runs, Chris Young pitched six strong innings for the win, and the Texas Rangers salvaged a four-game set with a 6-3 victory over Anaheim one night after being ",Sports
Indonesia says cleric incited two bombings The Indonesian government yesterday opened the retrial of an Indonesian cleric who is charged with leading an al-Qaida-linked group and inciting its members to carry out terrorist attacks against US interests.,World
"X-Ray of King Tut Mummy May Reveal Clues (AP) AP - The mummy of King Tutankhamun is to be X-rayed in an attempt to solve the mystery of how the teenage Pharaoh died at age 17, Egypt's chief archaeologist said Sunday.",Sci/Tech
"Chance seen to pursue peace He stood only 5 feet 2 inches but Yasser Arafat cast a long shadow on the world stage, and many leaders, diplomats, and analysts saw in his passing ",World
"Software Detects the True Artist Dartmouth College computer scientists create software that uses statistical techniques to authenticate art, to sort out real works from fakes. Their first finding: A painting purportedly by Perugino may have been done by four different artists. By Noah Shachtman.",Sci/Tech
"Why AIDS keeps spreading in Africa A new UN report, marking Wednesday's World AIDS day, estimates that 5 million people this year got HIV.",World
"Markets skirt crude oil hikes Despite the price of oil settling above \$50 a barrel for the first time, Wall Street yesterday celebrated new data showing the nation #39;s manufacturing sector expand again last month.",Business
"Wild Oats sees 3Q, full-year losses Shares plunge, company says to miss Wall Street forecasts as price cuts, expansion squeeze margins. NEW YORK (Reuters) - Wild Oats Markets Inc.",Business
Oracle updates CRM sales tools Software maker promises that the sales force automation revamp will help sales processes by pulling in more data.,Sci/Tech
"Is Netflix Doomed? A Netflix mailer may be black and white and red all over, but that's not the only punch line.",Business
"Britain #39;s Straw leaves for Sudan BRITAIN #39;S Foreign Secretary Jack Straw flew to Sudan today, stepping up international pressure on the government there to tackle the humanitarian crisis unfolding in Darfur.",World
"Barcelona, Real Madrid post home wins Barcelona, Spain (Sports Network) - David Beckham scored the game-winner for Real Madrid as the  #39;galacticos #39; and Barcelona both won in week two of the Spanish Premier division.",Sports
"Kerry Unfit to Lead Amid 'Great Threats', Bush Says (Reuters) Reuters - President Bush labeled Sen. John\Kerry on Saturday a political opportunist who is unfit to lead\amid ""great threats"" to America.",World
"Highways, airports to be busy this week Load up the kids and drive for hours. Fork out money for gas or plane tickets. Keep our cool in traffic jams and airport security lines.",Business
P1-B deficit cut seen with better eco outlook The countrys economic managers on Friday announced a tremendously improved economic outlook for the country this year owing to improved revenue collection that could trim the P197-billion ,Business
Rival Technologies Vie for 'Green' Car of Tomorrow  PARIS (Reuters) - Carmakers presented new-age automobiles  at the Paris car show on Thursday that could give much-hyped  fuel cells a run for their money in the coming market for  vehicles that do less damage to the environment.,Sci/Tech
"Tennis: After mixed year, Roddick drops his coach Two of tennis #39;s strongest personalities have officially parted ways, as Andy Roddick and his high-profile coach, Brad Gilbert, announced that they had stopped working together by way of their own web sites and then made no further commen.",Sports
Three-way England battle for Gerrard role STEVEN GERRARD will be handed the chance to play in his preferred central midfield for England after Nicky Butt was ruled out of this week-end #39;s opening 2006 World Cup qualifier in Austria.,Sports
Microsoft to Share Office Software Code (Reuters) Reuters - Microsoft Corp. said on Sunday that it\would share the underlying software code for its Office program\as part of its efforts to make governments more confident in\the security and compatibility of the world's largest software\maker's products.,Sci/Tech
"The Fight of His Life Kofi Annan built a reputation as the world's most trusted diplomat, but the oil-for-food scandal has riled U.S. critics. Is his job in jeopardy?",World
Ex-PM  #39;erased #39; Madrid blast files SPAIN #39;S Prime Minister has accused the government he succeeded of ordering the destruction of all computer records on the March 11 Madrid train bombings in an attempt to influence the outcome of the election held three days later.,World
Darfur Peace Talks Resume in Abuja The fourth round of the African Union sponsored peace talks on Darfur to find a solution to the 22-months old crisis resumed in Abuja yesterday amidst continued violence in the Sudanese region.,World
"HHS Buys 'Experimental' Glaxo Flu Vaccine (Reuters) Reuters - U.S. health officials on Tuesday\approved the importation of up to 4 million doses of influenza\vaccine made by GlaxoSmithKline  , bringing the\U.S. total to 65 million vaccines for this flu season.",Business
"Baseball: Ex-Gold Glove winner Larkin cut loose by Cincinnati CINCINNATI, United States : Former all-star Barry Larkin, who has the longest tenure of any current player with one team, was cut loose by the Cincinnati Reds.",Sports
"Daily News US consumer confidence fell for the second straight month in September as the outlook for jobs deteriorated, the Conference Board said Sept.",Business
"Revenue Canada workers set to begin hitting picket lines Wednesday (Canadian Press) Canadian Press - (CP) - More than 20,000 Revenue Canada employees were poised to begin rotating strikes Wednesday after wage talks with the government collapsed.",World
BUSH SEEKS FUNDS FOR COLOMBIA US President George W. Bush has vowed to seek more funding for a sweeping plan to battle cocaine production and defeat heavily armed rebels in Colombia.,World
"Haiti Won't Yield to Rebel Demands, President Says  PORT-AU-PRINCE, Haiti (Reuters) - Haitian President  Boniface Alexandre said on Thursday his administration would  not give in to rebels who took over a southern town six days  ago to back demands for the reestablishment of the army.",World
"Kodak wins patent lawsuit against Sun A federal jury in New York has dealt a legal blow to Sun Microsystems Inc., ruling that Sun violated several patents held by Eastman Kodak Co.",Business
"British company launches  #39;docu-game #39; recreating JFK assassination GLASGOW, Scotland A British company says it #39;s releasing a video game recreating the 1963 assassination of President Kennedy. The Scottish-based firm Traffic says  quot;JFK Reloaded quot; is an educational  quot;docu-game ",Sports
"Ten killed in Sudanese air raid on Darfur town: rebel group CAIRO, Oct 23 (AFP) -- Ten people were killed on Saturday when the Sudanese air force attacked a town in the south of the strife-torn Darfur region, a spokesman for the rebel Sudan Liberation Movement (SLM) said.",World
"US Airways, Flight Attendants Closer to Deal  The lead negotiators for US Airways flight attendants reached a tentative agreement on a new contract that will save the carrier about \$94 million a year, officials from both sides said yesterday.",Business
"WEBSTER: Playing the England blame game The phrase it #39;s a marathon, not a sprint #39; is usually associated with the English Premier League. This saying now also describes World Cup qualifying, which has become a league of sorts in its own right.",Sports
UEFA Cup: Lazio rallies to 2-2 draw with Partizan Second-half goals by Paolo Di Canio and Simone Inzaghi rallied Lazio to a 2-2 home draw with Partizan Belgrade in a UEFA Cup Group E match on Thursday.,Sports
Running Game Stalled Clinton Portis asserts that his problems Sunday were partially attributable to the Browns defense calling out Washington's plays before the team could run them.,Sports
"Breakaway Tamil Tiger Launches Political Party  COLOMBO (Reuters) - A breakaway Tamil Tiger commander who  split with the notorious Sri Lankan rebel group in March  launched a new political movement on Tuesday, accusing the  guerrillas' shadowy leader of turning them into terrorists.",World
"HP, Sears Deal May Push Stocks Higher  NEW YORK (Reuters) - U.S. stock futures pointed to a higher  market open on Wednesday, bouncing back from the previous  session's fall, after computer and printer maker  Hewlett-Packard Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HPQ.N target=/stocks/quickinfo/fullquote""&gt;HPQ.N&lt;/A&gt; reported better-than-expected  earnings and the announcement of a major retail merger.",Business
"Shortstop Omar Vizquel to Play for Giants (AP) AP - Free agent shortstop Omar Vizquel has agreed to terms with the San Francisco Giants, the team announced Sunday.",Sports
"Iraqi officials investigating infiltrators #39; role in ambush Iraqi officials opened an investigation Monday into the role played by infiltrators in the ambush on Sunday that left 49 Iraqi National Guard trainees dead, in the face ",World
Suspended Hokies Tailback Enters Plea Suspended Virginia Tech tailback Mike Imoh on Wednesday accepted the same agreement as quarterback Marcus Vick and pleaded no contest to a misdemeanor charge stemming from a night of drinking with underage girls.,Sports
U.S. House approves tougher law against file trading SAN FRANCISCO - The U.S. House of Representatives passed a bill Tuesday that could allow criminal charges to be brought against individuals who participate in file-swapping Web sites or networks.,Sci/Tech
"Cabinet ministers suspended after Congo's parliament alleges corruption (Canadian Press) Canadian Press - KINSHASA, Congo (AP) - President Joseph Kabila suspended six cabinet ministers and 10 directors of state-run companies Thursday after a parliamentary inquiry alleged they had embezzled government funds.",World
"Massive Asteroid to Pass Earth Earth is about to gets its closest brush this century with a massive asteroid, a hurtling space rock astronomers say is big enough to cause global devastation if it were to collide with the planet.",Sci/Tech
"NFL Game Summary - Indianapolis at Detroit Detroit, MI (Sports Network) - Peyton Manning continued his amazing season, tying a career-high with six touchdown passes, as Indianapolis trounced Detroit, 41-9, in the traditional Thanksgiving Day game at Ford Field.",Sports
"Saudi women will not vote Kuwait - Saudi women will not vote in next month #39;s municipal elections, the first polls to be held in the autocratic kingdom for many years, interior minister Prince Nayef said in remarks published on Monday.",World
"Bonds Denies Steroid Use, Admits Using  #39;Substances #39; SAN FRANCISCO - For the second morning in a row, there is a major development in the on-going scandal involving steroids and star athletes.",Sports
Blair attends Bigley memorial service Tony Blair has arrived at Liverpool Cathedral for a memorial service for murdered hostage Kenneth Bigley. The prime minister had made a number of telephone calls to the family of the civil engineer during the 62-year-old #39;s captivity in Iraq.,World
Nikkei Falls as Xilinx Hits Tech Shares  TOKYO (Reuters) - Japan's Nikkei stock average fell to a  one-week low by midsession on Thursday after some tech issues  were hit by a bearish outlook from U.S. chip maker Xilinx Inc.,Business
"Powell, China Foreign Minister Affirm North Korea Talks Effort US Secretary of State Colin Powell and his Chinese counterpart Li Zhaoxing said they still supported a multinational effort to convince North Korea leader Kim Jong Il to end his nuclear ",World
"Bluetooth chews on future plans com November 8, 2004, 2:46 PM PT. Wired  amp; Wireless continues its reign as the top IT priority among IT managers due to widespread IP telephony deployment and other network infrastructure upgrades.",Sci/Tech
"Apple blocks music sales to older iTunes com November 3, 2004, 11:26 AM PT. This priority retains its ranking at number five as more and more companies deploy Web services to share business logic, data and processes with each other and with clients.",Sci/Tech
"Nowak back at MLS Cup in new role Peter Nowak has played in two MLS Cups. He liked the first a lot better. Nowak was the MVP of Major League Soccer #39;s championship game in 1998, assisting on two goals in the Chicago Fire #39;s 2-0 win over DC United.",Sports
"FCC nears Cingular, AT amp;T decision (TheDeal.com) TheDeal.com - A commissioner said the agency would rule on the wireless merger within weeks, allowing an October closing.",Sci/Tech
"Intel preparing for next 20 years of chip making Intel drew the curtain Friday on some of its future research projects to continue making transistors smaller, faster, and less power-hungry out as far as 2020.",Sci/Tech
Hostage Bigley shown in new video Al-Jazeera screens a video showing British hostage Kenneth Bigley accusing Tony Blair of ignoring his plight.,World
Blair returns to Downing Street after heart trouble HAMISH ROBERTSON: British Prime Minister Tony Blair has returned to Downing Street after undergoing hospital treatment for a heart ailment.,World
"One police officer killed in clashes with militants north of Saudi &lt;b&gt;...&lt;/b&gt; RIYADH, Saudi Arabia - One policeman was killed and three others wounded in clashes with militants in a town northeast of Riyadh, a Saudi Interior Ministry official said Friday.",World
"Pfizer to settle asbestos claims (New York-AP, Sept. 3, 2004 5:40 PM) _ Pfizer agreed to pay \$430 million to settle lawsuits alleging injury from insulation products made by a subsidiary.",Business
"Patience is a virtue for Wenger Patience was something Arsne Wenger felt his Arsenal side lacked in the opening game of last season #39;s Champions League campaign, when Inter Milan took advantage to romp home 3-0.",Sports
"New Issue-Freddie Mac sells \$8 billion in bills Freddie Mac (FRE.N: Quote, Profile, Research) on Monday said that it sold \$3.0 billion of one-month reference bills due Nov. 2, 2004 at a stop-out rate, or lowest accepted ",Business
"Ivorian president fires army chief Ivory Coast President Laurent Gbagbo has fired his army chief of staff, Gen Mathias Doue, the BBC reported Saturday. Gbagbo hired Col Philipe Mangou, the field commander ",World
"Susilo unveils plans for first 100 days in power Indonesian prospective leader Susilo Bambang Yudhoyono, who is predicted to emerge the winner ofthe presidential election runoff over incumbent President MegawatiSoekarnoputri ",World
CalPERS goes after  #39;egregious #39; exec pay The California Public Employees #39; Retirement System wants to rein in what it calls abusive compensation practices in corporate America and hold directors and compensation committees more accountable for their actions.,Business
Australia red-faced BUOYANT New Zealand captain Stephen Fleming was relieved to have enlivened a dormant summer after his Black Caps conjured a stunning four-wicket win against Australia in the opening ,Sports
Suicide Bombers Kill 14 Iraqis in Surge of Violence Suicide bombers killed 14 members of Iraq #39;s fledgling security forces near a US marine base west of Baghdad and at a checkpoint to the north on Saturday amid a spate of insurgent attacks across the country.,World
"China's thirst for oil gets into top gear The taste for oil is growing faster in China than anywhere else in the world, making it the second biggest importer after the US.",Business
"Billups, Pistons fill it up vs. Mavericks Chauncey Billups tied his season high with 24 points and Richard Hamilton scored 13 of his 19 in the third quarter, helping the Detroit Pistons pull away from the Mavericks and post a 101-85 victory last night in Dallas.",Sports
"IBM adds iSCSI to SANs IBM moved back into the iSCSI (Internet SCSI) market Friday with a new array priced at US\$3,000 and aimed at the small and midsize business market.",Sci/Tech
NBA Wrap: Magic Stun New Grizzlies Coach Fratello  NEW YORK (Reuters) - Grant Hill posted 23 points and seven  assists to hand Mike Fratello his first defeat as team coach as  the Orlando Magic downed the Memphis Grizzlies 96-91 Saturday.,Sports
"Greek, British police break illegal software ring Greek and British police have cracked a multimillion-dollar illegal software sales ring, arresting two people and seizing thousands of pirated high-tech software programs.",Sci/Tech
"The Rediff Special/rediff.com Newsdesk Twenty years after the world #39;s worst industrial disaster killed 7,000 people, maimed thousands for life, and eventually claimed at least 15,000 more lives, the survivors of the Bhopal gas tragedy still await justice.",World
"Athletics: Olsson leaps to victory MONTE CARLO, September 18 (World Athletics Final) - Christian Olsson #39;s remarkable composure saw him retain his World Athletics final triple jump title in Monaco on Saturday.",Sports
"Magnets make sure pigeons fly home Homing pigeons carry out their long-range navigational feat thanks to tiny magnetic particles in their upper beaks, scientists confirm.",Sci/Tech
Hassan Body Found in Fallujah: Australian PM Australia #39;s prime minister says a body found in Fallujah is likely that of kidnapped aid worker Margaret Hassan. John Howard told Parliament a videotape of an Iraqi terrorist group executing a Western woman appears to have been genuine.,World
YOU MUST BE MAD ARSENE WENGER last night taunted Real Madrid by insisting he would take over at the Bernabeu only if he was homeless and unemployed.,Sports
"Slumping Cubs get boost from Maddux Maddux threw seven shutout innings for his 302nd career win, and Baker got his 1,000th victory as a manager in Chicagos 5-2 win over the Montreal Expos on Monday night.",Sports
"Donkey Konga: Novelty With a Beat In case you don't want to work and just want to bang on the drum all day, this game is for you. It's a simple and charming game, but be warned that there isn't much else to do than banging on bongos. Lore Sjberg reviews Donkey Konga.",Sci/Tech
"Apple unwraps new iMac G5s  PARIS -- Apple Computer Inc. will begin shipping its new iMac G5 desktop computer worldwide in mid-September, the company's top marketing executive said Tuesday.",Sci/Tech
"MS Fights SourceForge, Loses, and Gives Gift GotDotNet? Depends on who you talk to. Microsoft #39;s answer to SourceForge has been as trouble-free as a baby. Who #39;s been dropped.",Sci/Tech
"UEFA Cup: Rangers #39; unbeaten run ends Alkmaar, the Netherlands (Sports Network) - Rangers #39; 16-match unbeaten run came to an end Thursday as it lost at AZ Alkmaar, 1-0, in a UEFA Cup encounter.",Sports
"Fanning #39;s new swap shop Few in the tech world need an introduction to Napster #39;s founder, the college dropout whose revolutionary file-swapping technology shook the foundations of the \$11 billion record industry.",Sci/Tech
Obsession; and Fury Dennis Lillee is in little doubt. The India-Australia four-match Test series which begins at Bangalore tomorrow  quot;amounts to a world championship contest quot;.,Sports
"Unlikely Visionary Behind Race to Space (AP) AP - SpaceShipOne visionary Peter Diamandis wasn't thinking about history as he stood in the Mojave desert and watched a small, shuttlecock-shaped craft glide back to Earth having nudged the edge of space. He just thought it looked beautiful.",Sci/Tech
Oil prices top \$53 LONDON - The price of crude oil futures surged to new highs today despite assurances from Middle East oil producers that they were committed to bringing the price down as a strike began in Africa #39;s largest exporter.,Business
"Job Cuts Rise Further in Nov. - Report Planned job cuts at US firms climbed during November, a report said on Tuesday, in a further sign of sluggishness in the labor market.",Business
"Kerry's Wife Treated, Released from Iowa Hospital (Reuters) Reuters - Teresa Heinz Kerry, wife of\Democratic presidential nominee John Kerry, was taken to\hospital in Iowa on Saturday complaining of an upset stomach\and was released after routine tests, a spokeswoman said.",World
Readers love mobiles in church; hate mobiles on planes &lt;strong&gt;Letters:&lt;/strong&gt; More from the &lt;em&gt;Reg&lt;/em&gt; postbag,Sci/Tech
"Diplomats: Iran may be hiding nuke equipment Iran may be hiding equipment from the UN nuclear watchdog agency, foiling efforts to police a freeze of all programs that Tehran could use to make nuclear weapons, diplomats said Thursday.",World
"Toys R Us posts operating loss, sales decline NEW YORK: Toys R Us, which is considering getting out of the toy business, yesterday posted a second-quarter operating loss on poor sales of video games and markdowns on older merchandise.",Business
"9-11 Resonates Among Voters Pre-Election (AP) AP - In this one town, in this swing state, in this entire country, three weeks before a deeply divided citizenry elects a president, the pernicious residue of Sept. 11, 2001, echoes in every corner of the national conversation.",World
"More Search Products Prowl for Market Share We need a search engine to find all the search engines. Two more Web-query services launched last week, Accoona and Blingo; their initial performance, however, suggests market leaders Google and Yahoo don #39;t have reason to worry yet.",Sci/Tech
"Union workers walk at 4 hotels Union workers went out on strike Wednesday morning at four San Francisco hotels, their contract bargaining having stalled over differences about wages, pensions and the term of a contract.",Business
Bill Clinton Helps Launch Search Engine NEW YORK - Former president Bill Clinton on Monday helped launch a new Internet search company backed by the Chinese government which says its technology uses artificial intelligence to produce better results than Google Inc.,Business
"Clearing the hurdle of doping scandals ATHENS -- Evita Agiasoteli has been counting Greece's Olympic medals. Each one comes with a celebration from the boy next door, who likes to run through their neighborhood in the northern Athenian suburb of Nea Ionia yelling  quot;Hellas! quot; with each gold. Other neighbors often leave their evening yogurts unfinished so they can join the boy's victory cheer.",Sports
"Bills Scouting Report (November 7, 2004) - Beating Arizona was a nice and much-needed boost, but if the Bills dont follow suit with another victory over the Jets today, they can almost start planning for 2005.",Sports
"Rose fails to stop slide in M amp;S sales MARKS  amp; Spencer yesterday recorded its fourth quarter of falling sales in a row, just a day before potential suitor Philip Green is expected to report an increase in full-year earnings at rival BhS.",Business
Seven shares dive on downgrade SHARES in TV station the Seven Network Ltd dived more than 8 per cent this morning after it downgraded its earnings forecasts for the half and full year because of disappointing ratings.,Business
"Clemens gives the Astros a liftoff HOUSTON -- The St. Louis Cardinals captured the first two games of the National League Championship Series in dramatic fashion, yet at no time did the Houston Astros appear concerned. They insisted once they returned home their fortunes would change. So far, so good.",Sports
"Cabinet set to agree troop movement, but delay likely The cabinet is expected to agree in principle today to a request from George Bush #39;s military commanders for British troops to be redeployed to the so-called  quot;triangle of death quot; near Baghdad.",World
"Investigators dig up mass grave seeking evidence to nail Saddam HATRA, Iraq, Oct 13 (AFP) - Forensic experts digging for evidence against ousted Iraqi dictator Saddam Hussein have carried out their first full exhumation of a mass grave filled with the skeletons of scores of women and children, many shot in the back of ",World
"Asteroid Toutatis Makes Closest Pass in 651 Years An asteroid named for a Celtic god of war will come as close to Earth this week as it has since 1353. The space rock known as Toutatis will come on Wednesday within 960,000 miles of ",Sci/Tech
"MLB: Former MVP Caminiti Dies Caminiti #39;s career spanned 15 years, during which he played with four different teams (Houston, San Diego, Texas, Atlanta) before retiring three years ago.",Sports
Cassini probe reveals detailed images of Saturn #39;s largest moon Scientists cheered yesterday as the first detailed images emerged of Titan - the largest moon of Saturn - though they are still unsure whether its surface is liquid or solid.,Sci/Tech
 #39;); //-- gt; Eye On Stocks Research in Motion (nadsaq: RIMM - news - people ) will announce second-quarter results. The maker of Blackberry handheld devices is expected to report quarterly earnings of 43 cents per share on revenue of ,Business
Rogers wins world TT title Reigning world time trial champion Michael Rogers of Australia successfully defended his crown here at the world road race championships Wednesday.,Sports
"Nextel, Sprint in advanced merger talks Nextel is reportedly in advanced merger talks with Sprint, a deal that would form the third largest US cell phone company. However, there were indications a third player, Verizon Wireless, might make a run ",Business
"Australia Gives Cricketers Holiday Before Third Test in India Australia #39;s cricketers, seeking a first Test series win in India for 35 years, will take four days off to ease fatigue before the third match next Tuesday.",Sports
"SEC Charges Raymond James with Fraud  WASHINGTON (Reuters) - The U.S. Securities and Exchange  Commission on Thursday charged brokerage firm Raymond James  Financial Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RJF.N target=/stocks/quickinfo/fullquote""&gt;RJF.N&lt;/A&gt; with fraud over the misconduct of a  former broker in 1999 and 2000.",Business
"Bears Defense Turns It Up (AP) AP - The Chicago Bears played defense the way coach Lovie Smith envisioned, swarming to the ball and making the New York Giants cough it up. Seven sacks and five takeaways brought a 28-20 victory and produced a modest two-game winning streak that didn't appear possible for a team that dropped five of its first six games.",Sports
"New EU finance chief slams call for budget cut (AFP) AFP - The EU's new budget chief criticised calls by the bloc's richest states to limit EU spending to one percent of gross national income (GNI), saying it would not amount to a freeze but a big funding cut.",Business
Europe urged to embrace GM foods A conference on genetically-modified crops opens in Germany with calls for Europe to take up GM foods.,Sci/Tech
"First five-year review of international treaty to ban land mines &lt;b&gt;...&lt;/b&gt; NAIROBI, Kenya - The first five-year review of the international treaty to ban land mines begins considering governments compliance with the pact on Monday, and starts work on a five-year action plan.",World
Ex-Nasa inspector accused of lying about Shuttle checks A former Nasa inspector has been accused of lying about inspecting crucial parts on the space shuttle Discovery before and after the Columbia disaster that killed seven astronauts and grounded the entire orbiter fleet.,Sci/Tech
"Tiger Woods snorkels off Barbados coast as wedding rumours persist Tiger Woods spent Monday snorkelling off the coast of Barbados, as police and private security agents patrolled the public beach of a posh resort where islanders kept talking of an imminent wedding to Swedish model Elin ",Sports
"Sony to begin selling AV recording server with PC and TV functions TOKYO, Oct 05, 2004 (AFX-UK via COMTEX) -- Sony Corp said it will begin selling on Nov 20 an audiovisual recording server with a storage capacity of 1 terabyte - equivalent to 1,000 gigabytes - that also functions as a high-end PC with seven analog ",Sci/Tech
Cherkasky: Marsh Clears Its Board Of Insiders Another new policy at Marsh  amp; McLennan Cos. (nyse: MMC - news - people ): The insurer said yesterday that five directors--all company executives--are leaving its board.,Business
"Magellan assets fall \$496m in August Fidelity Investments #39; flagship equity fund, Magellan, saw assets slip about \$496 million in August, to \$61.9 billion, primarily a result of investor withdrawals.",Business
Wengers Arsenal Mission Arsenal manager Arsene Wenger has dismissed all talk of moving to Real Madrid and says he expects to sign a new deal with the Gunners soon.,Sports
"Microsoft Challenges Rivals With New Online Music Service icrosoft started selling music tracks yesterday on its MSN online service, taking on Apple Computer and a host of others in the fast-growing market for digital music.",Sci/Tech
"Kidd passes on night practices Jason Kidd is refusing to attend night sessions during the New Jersey Nets' two-a-day practices at training camp, and he doesn't care if the team fines him for it.",Sports
"Getting Animated About Summer Call it the CG dance -- CG as in  quot;computer generated. quot; A day after Pixar (PIXR ) and Disney (DIS ) announced they would delay for seven months the release of their next animated feature, Cars, DreamWorks SKG Animation (DWA ) said it will do the same with ",Business
Thais plan origami  #39;peace bombs #39; Military planes will drop an estimated one hundred million paper origami cranes on the country #39;s Muslim south. The  quot;peace bombing quot; of the paper birds has been scheduled to coincide with the ,World
Microsoft ships Virtual PC 7 The emulation software works with Apple computers that use the G5 processor.,Sci/Tech
"Iraqi children bear brunt of bombings Some of the children cry, refusing to speak but shivering in shock at the day #39;s horror. Others lie lifeless in the morgue of Baghdad #39;s Yarmouk hospital.",World
"UPI NewsTrack Sports ATHENS, Greece, Aug. 18 (UPI) -- Paul Hamm produced an amazing comeback Wednesday night to become the first American male to win the Olympic gymnastics all-around gold medal. ",Sports
"World #39;s tallest bridge will let drivers fly to the Med FRANCE ran out of superlatives as it joined in rare unison to praise the spectacular new - British-designed -otorway bridge across the Tarn valley at Millau, which was opened by President Chirac yesterday.",World
"Buzzards overhead MONTREAL -- The buzzards, now bored, are once again circling Olympic Stadium, waiting for the hammer, not cement, to fall on the unloved Expos.",Sports
"Mayfield Races Into NASCAR Playoffs (AP) AP - It was win and in for Jeremy Mayfield, who couldn't hide his excitement when NASCAR chairman Brian France stopped to congratulate him on racing his way into the playoffs.",Sports
"Athens gay scene out for the Games In the international party atmosphere of the Olympic Games, the Greek gay scene is finally coming out of the closet. After decades in the shadows of a macho society, the ",Sports
"Livewire: Back to School Means Back to Advergames  LOS ANGELES (Reuters) - Back to school for many kids means  ""back to Internet access"" in classes where the best of  filtering software is not foolproof, particularly against  seemingly harmless Web sites used for invasive marketing.",Sci/Tech
"Emirates official media reports Sheik Khalifa chosen as UAE &lt;b&gt;...&lt;/b&gt; Sheik Khalifa bin Zayed Al Nahyan has been chosen as president of the United Arab Emirates, succeeding his father, who ",World
England and India aim to buck trends (AFP) AFP - England cannot win a one-day international batting first while India coach John Wright reckons his team are having trouble chasing totals.,World
Del Piero injury blow Juventus striker Alessandro Del Piero has sustained an Achilles tendon injury that will rule him out for two weeks. The Italian international will miss the World Cup qualifiers against Slovenia and Belarus ,Sports
"Europe on Top as Woods, Mickelson Struggle (Reuters) Reuters - The heavyweight\United States duo of Tiger Woods and Phil Mickelson were on\track for their second defeat of the day as Europe maintained a\stranglehold at the 35th Ryder Cup on Friday.",World
"U.S. Sees No Immediate Push for Sanctions on Iran (Reuters) Reuters - The Bush administration does not\plan to seek immediate sanctions against Tehran even if it\succeeds in getting Iran's nuclear program referred to the U.N.\Security Council, U.S. officials said on Wednesday.",World
"Porn net includes doctors, police For parents, the list of those arrested in Australia #39;s biggest child pornography bust makes sobering reading. Teachers, doctors, health workers, police officers and the owner of three Melbourne ",World
"Blue Jays rally as right-hander is strong for five frames Kevin Brown gave manager Joe Torre exactly what he was looking for, even if the skipper had to see it on television. Brown may not have been efficient, but he ",Sports
Online intrusion risks large identity cache Time to call the credit bureaus? Almost 1.4 million records containing the personal information of Californians likely stolen.,Sci/Tech
"Smile Pretty for the Cell Phone Thanks to digital cameras, picture taking has been revitalized. At this year #39;s Photokina, the world #39;s largest photography trade fair, digital cameras dominate the picture.",Sci/Tech
"UPDATE 3-Delphi sees wider loss partly on materials costs Delphi Corp. (DPH.N: Quote, Profile, Research) on Tuesday warned that its third-quarter loss would be far wider than expected, the latest auto parts supplier to say ",Business
"Cern particle lab marks 50 years The European Organization for Nuclear Research (Cern) holds a celebration day on Tuesday to mark 50 years of work. Heads of states, including French President Jacques Chirac and King Juan ",Sci/Tech
"Packers Going Through Some Trying Times (AP) AP - A fight between teammates, incessant trade talk about Mike McKenzie, Brett Favre's bum shoulder, a desolated defense.",Sports
